Email_ID,Email_Text,Sender,Subject,Message_Length,Number_of_Links,Number_of_Special_Characters,Number_of_Capital_Letters,Label
EML02837,"Claim your FREE reward now a special discount of 90% off on luxury watches. Hurry, offer valid only for the next few hours! Order now at http://luxury-deals-cheap.shop/buy before stock runs out!!! This offer will not be repeated. Act NOW!!!",winner@international-lottery.org,Exclusive Investment Opportunity,240,1,8,12,Spam
EML02838,"Act now before it's too late a job offer paying $5000 per week working from home, no experience needed. Reply with your personal details to start. Order now at http://luxury-deals-cheap.shop/buy before stock runs out!!! 100% guaranteed, no risk involved!",winner@international-lottery.org,FREE iPhone 15 Pro - Claim Now,254,1,6,3,Spam
EML02839,"Exclusive deal available for 24 hours only cheap replica designer handbags shipped worldwide, buy 1 get 3 free, limited stock available today only. Call our toll-free hotline NOW or click http://winner-notification.club/claim Hurry! Only a few slots remaining!!!",offers@luxury-deals-cheap.shop,URGENT: Verify Your Account Now,262,1,4,7,Spam
EML02840,"FINAL NOTICE regarding your payment a business proposal that may interest you, kindly review the attached document and share your thoughts. Order now at http://luxury-deals-cheap.shop/buy before stock runs out!!! This offer will not be repeated. Act NOW!!!",no-reply@free-money-fast.biz,Limited Time Offer - 90% OFF,256,1,6,17,Spam
EML02841,"Dear Manager, Please find attached the quarterly report for your review. Let me know if you have any questions or need further clarification. Thank you, Rahul Verma",accounts@finance-services.com,Weekly Team Meeting Reminder,164,0,0,7,Ham
EML02842,"Good morning, Could you please share the updated syllabus for the upcoming semester? I would like to prepare my study plan accordingly. Sincerely, Sneha Nair",manager@projectteam.org,Minutes of the Meeting,157,0,0,6,Ham
EML02843,"Hi Professor, I hope this email finds you well. I wanted to follow up on the meeting we had last week regarding the project timeline. Warm regards, Ananya Iyer",team@workplace.net,Quarterly Report Attached,159,0,0,7,Ham
EML02844,"Exclusive deal available for 24 hours only a special discount of 90% off on luxury watches. Hurry, offer valid only for the next few hours! Visit http://free-money-fast.biz/claim to proceed immediately. 100% guaranteed, no risk involved!",support@bank-security-alert.info,"You Have WON $1,000,000!!!",237,1,4,3,Spam
EML02845,"Dear Customer, We have a special offer just for our newsletter subscribers this month. Kind regards, Meera Pillai",hr@techsolutions.com,Invoice for Last Month,113,0,0,6,Ham
EML02846,"Dear Manager, As a valued customer, enjoy 20% off your next purchase with code SAVE20. Warm regards, Arjun Menon",accounts@finance-services.com,Meeting Follow-up,112,0,1,10,Ham
EML02847,"Hi Professor, I am writing to confirm our appointment scheduled for next Monday at 3 PM. Please let me know if this time still works for you. Thanks and regards, Priya Sharma",rahul.verma@university.edu,Project Timeline Update,174,0,0,10,Ham
EML02848,"Hello, Could you please share the updated syllabus for the upcoming semester? I would like to prepare my study plan accordingly. Warm regards, Arjun Menon",accounts@finance-services.com,Scheduled System Maintenance,154,0,0,6,Ham
EML02849,"Exclusive deal available for 24 hours only an exclusive investment opportunity with guaranteed 500% returns in just 7 days. Limited slots available, act fast! Call our toll-free hotline NOW or click http://winner-notification.club/claim Don't miss this once in a lifetime opportunity!",winner@international-lottery.org,Exclusive Investment Opportunity,284,1,3,7,Spam
EML02850,"Hi John, I hope this email finds you well. I wanted to follow up on the meeting we had last week regarding the project timeline. Warm regards, Rahul Verma",rahul.verma@university.edu,Project Timeline Update,154,0,0,7,Ham
EML02851,"Hey, Don't miss our end of season sale, discounts available this week only. Best regards, Suresh Kumar",priya.sharma@company.com,Invoice for Last Month,102,0,0,5,Ham
EML02852,"You are our lucky visitor today a job offer paying $5000 per week working from home, no experience needed. Reply with your personal details to start. Confirm here: http://account-alert-update.site/confirm Time is running out, claim your reward TODAY.",prizeteam@lottery-winners.win,Work From Home - Earn $5000/Week,250,1,1,9,Spam
EML02853,"Your package could not be delivered an inheritance claim from a distant relative worth $2,500,000. Contact our lawyer immediately with your details. Reply immediately to http://job-offer-cash.click/apply with your bank details. Time is running out, claim your reward TODAY.",deals@discount-mega-sale.club,Claim Your FREE Reward Today,273,1,1,9,Spam
EML02854,"URGENT: Your account requires immediate action an exclusive investment opportunity with guaranteed 500% returns in just 7 days. Limited slots available, act fast! Download",deals@discount-mega-sale.club,FREE iPhone 15 Pro - Claim Now,171,0,2,9,Spam
EML02855,"Dear Sir/Madam, Limited seats left for our upcoming webinar, register using the link below. Best regards, Divya Krishnan",rahul.verma@university.edu,Invoice for Last Month,120,0,0,7,Ham
EML02856,"Dear Sir/Madam, Please find attached the quarterly report for your review. Let me know if you have any questions or need further clarification. Thank you, Arjun",support@onlinestore.com,Invoice for Last Month,160,0,0,7,Ham
EML02857,"Hello, Could you please share the updated syllabus for the upcoming semester? I would like to prepare my study plan accordingly. Best regards, Arjun Menon",accounts@finance-services.com,Syllabus for Upcoming Semester,154,0,0,6,Ham
EML02858,"Exclusive deal available for 24 hours only a business proposal that may interest you, kindly review the attached document and share your thoughts.  Don't miss this once in a lifetime opportunity!",deals@discount-mega-sale.club,Claim Your FREE Reward Today,195,0,1,2,Spam
EML02859,"URGENT: Your account requires immediate action a cash prize of $1,000,000 in our international lottery. Send your bank details to process the transfer immediately. Call our toll-free hotline NOW or click http://winner-notification.club/claim Hurry! Only a few slots remaining!!!",deals@discount-mega-sale.club,Claim Your FREE Reward Today,278,1,5,14,Spam
EML02860,"Your package could not be delivered a job offer paying $5000 per week working from home, no experience needed. Reply with your personal details to start. Reply immediately to http://job-offer-cash.click/apply with your bank details. 100% guaranteed, no risk involved!",deals@discount-mega-sale.club,Congratulations Lucky Winner,267,1,3,3,Spam
EML02861,"Hello, I am writing to confirm our appointment scheduled for next Monday at 3 PM. Please let me know if this time still works for you. Warm regards, Arjun Menon",priya.sharma@company.com,Project Timeline Update,160,0,0,9,Ham
EML02862,"Hi John, Just a quick note to say thank you for your help with the project. Your input was extremely valuable to the team. Warm regards, Priya Sharma",team@workplace.net,Project Timeline Update,149,0,0,7,Ham
EML02863,"Dear Sir/Madam, Could you please share the updated syllabus for the upcoming semester? I would like to prepare my study plan accordingly. Kind regards, Karthik Raj",team@workplace.net,Invoice for Last Month,163,0,0,8,Ham
EML02864,"Hello, I would like to schedule a call to discuss the recent changes in the project scope. Please let me know your availability this week. Looking forward to your reply, Karthik Raj",team@workplace.net,Project Timeline Update,181,0,0,6,Ham
EML02865,"Hello, Attached is the invoice for the services rendered last month. Kindly process the payment at your earliest convenience. Best regards, Rahul Verma",accounts@finance-services.com,Weekly Team Meeting Reminder,151,0,0,6,Ham
EML02866,"Dear Customer, Attached is the invoice for the services rendered last month. Kindly process the payment at your earliest convenience. Thank you, Priya Sharma",noreply@shipping-service.com,Syllabus for Upcoming Semester,157,0,0,7,Ham
EML02867,"Hello Everyone, I am writing to confirm our appointment scheduled for next Monday at 3 PM. Please let me know if this time still works for you. Warm regards, Meera Pillai",accounts@finance-services.com,Scheduled System Maintenance,170,0,0,10,Ham
EML02868,"Hi Professor, I am writing to confirm our appointment scheduled for next Monday at 3 PM. Please let me know if this time still works for you. Thank you, Ananya Iyer",team@workplace.net,Your Order Has Been Shipped,164,0,0,10,Ham
EML02869,"Hey, I hope this email finds you well. I wanted to follow up on the meeting we had last week regarding the project timeline. Kind regards, Karthik Raj",team@workplace.net,Syllabus for Upcoming Semester,150,0,0,6,Ham
EML02870,"URGENT: Your account requires immediate action cheap replica designer handbags shipped worldwide, buy 1 get 3 free, limited stock available today only. Call our toll-free hotline NOW or click http://winner-notification.club/claim This offer will not be repeated. Act NOW!!!",support@bank-security-alert.info,Your Refund Is Waiting,273,1,3,16,Spam
EML02871,"Hello Everyone, Could you please share the updated syllabus for the upcoming semester? I would like to prepare my study plan accordingly. Thank you, Arjun Menon",professor.rao@college.edu,Your Order Has Been Shipped,160,0,0,7,Ham
EML02872,Act now before it's too late access to premium software completely free. Download the attached file now to activate your license. Confirm here: http://account-alert-update.site/confirm Hurry! Only a few slots remaining!!!,support@bank-security-alert.info,Congratulations Lucky Winner,221,1,4,5,Spam
EML02873,"Act now before it's too late a chance to win a brand new car by simply clicking the link and filling out a short form with your details. Call our toll-free hotline NOW or click http://winner-notification.club/claim 100% guaranteed, no risk involved!",support@bank-security-alert.info,Exclusive Investment Opportunity,249,1,2,5,Spam
EML02874,"Claim your FREE reward now a business proposal that may interest you, kindly review  the attached document and share your thoughts. Click here now: http://claim-your-prize-now.win/reward Hurry! Only a few slots remaining!!!",winner@international-lottery.org,Congratulations Lucky Winner,223,1,4,8,Spam
EML02875,"Hello, I am writing to confirm our appointment scheduled for next Monday at 3 PM. Please let me know if this time still works for you. Kind regards, Priya Sharma",support@onlinestore.com,Project Timeline Update,161,0,0,9,Ham
